county,year,crop,metric,value
Embu,2022,sorghum,production_tons,1629.0
Embu,2023,sorghum,area_ha,3857.0
Embu,2023,sorghum,production_tons,6491.0
Embu,2024,sorghum,area_ha,2854.0
Embu,2024,sorghum,production_tons,1127.0
Garissa,2019,sorghum,area_ha,49.0
Garissa,2019,sorghum,production_tons,34.0
Garissa,2020,sorghum,area_ha,81.0
Garissa,2020,sorghum,production_tons,196.0
Garissa,2021,sorghum,area_ha,69.0
Garissa,2021,sorghum,production_tons,71.0
Garissa,2022,sorghum,area_ha,53.0
Garissa,2022,sorghum,production_tons,47.0
Garissa,2023,sorghum,area_ha,130.0
Garissa,2023,sorghum,production_tons,111.0
Garissa,2024,sorghum,area_ha,144.0
Garissa,2024,sorghum,production_tons,126.0
Homa Bay,2019,sorghum,area_ha,26503.0
Homa Bay,2019,sorghum,production_tons,27243.0
Homa Bay,2020,sorghum,area_ha,25377.0
Homa Bay,2020,sorghum,production_tons,26489.0
Homa Bay,2021,sorghum,area_ha,20466.0
Homa Bay,2021,sorghum,production_tons,22691.0
Homa Bay,2022,sorghum,area_ha,32585.0
Homa Bay,2022,sorghum,production_tons,20965.0
Homa Bay,2023,sorghum,area_ha,24740.0
Homa Bay,2023,sorghum,production_tons,28042.0
Homa Bay,2024,sorghum,area_ha,36052.0
Homa Bay,2024,sorghum,production_tons,48347.0
Isiolo,2019,sorghum,area_ha,37.0
Isiolo,2019,sorghum,production_tons,7.0
Isiolo,2020,sorghum,area_ha,0.0
Isiolo,2020,sorghum,production_tons,0.0
Isiolo,2021,sorghum,area_ha,6.0
Isiolo,2021,sorghum,production_tons,6.0
Isiolo,2022,sorghum,area_ha,0.0
Isiolo,2022,sorghum,production_tons,0.0
Isiolo,2023,sorghum,area_ha,0.0
Isiolo,2023,sorghum,production_tons,0.0
Isiolo,2024,sorghum,area_ha,0.0
Isiolo,2024,sorghum,production_tons,0.0
Kajiado,2019,sorghum,area_ha,10.0
Kajiado,2019,sorghum,production_tons,9.0
Kajiado,2020,sorghum,area_ha,10.0
Kajiado,2020,sorghum,production_tons,9.0
Kajiado,2021,sorghum,area_ha,15.0
Kajiado,2021,sorghum,production_tons,22.0
Kajiado,2022,sorghum,area_ha,9.0
Kajiado,2022,sorghum,production_tons,5.0
Kajiado,2023,sorghum,area_ha,2.0
Kajiado,2023,sorghum,production_tons,2.0
Kajiado,2024,sorghum,area_ha,36.0
Kajiado,2024,sorghum,production_tons,39.0
Kakamega,2019,sorghum,area_ha,494.0
Kakamega,2019,sorghum,production_tons,618.0
Kakamega,2020,sorghum,area_ha,387.0
Kakamega,2020,sorghum,production_tons,505.0
Kakamega,2021,sorghum,area_ha,656.0
Kakamega,2021,sorghum,production_tons,755.0
Kakamega,2022,sorghum,area_ha,669.0
Kakamega,2022,sorghum,production_tons,446.0
Kakamega,2023,sorghum,area_ha,448.0
Kakamega,2023,sorghum,production_tons,575.0
Kakamega,2024,sorghum,area_ha,895.0
Kakamega,2024,sorghum,production_tons,860.0
Kericho,2019,sorghum,area_ha,675.0
Kericho,2019,sorghum,production_tons,1215.0
Kericho,2020,sorghum,area_ha,735.0
Kericho,2020,sorghum,production_tons,1440.0
Kericho,2021,sorghum,area_ha,764.0
Kericho,2021,sorghum,production_tons,1375.0
Kericho,2022,sorghum,area_ha,954.0
Kericho,2022,sorghum,production_tons,1288.0
Kericho,2023,sorghum,area_ha,985.0
Kericho,2023,sorghum,production_tons,1064.0
Kericho,2024,sorghum,area_ha,1049.0
Kericho,2024,sorghum,production_tons,1228.0
Kiambu,2019,sorghum,area_ha,100.0
Kiambu,2019,sorghum,production_tons,59.0
Kiambu,2020,sorghum,area_ha,0.0
Kiambu,2020,sorghum,production_tons,0.0
Kiambu,2021,sorghum,area_ha,0.0
Kiambu,2021,sorghum,production_tons,0.0
Kiambu,2022,sorghum,area_ha,0.0
Kiambu,2022,sorghum,production_tons,0.0
Kiambu,2023,sorghum,area_ha,28.0
Kiambu,2023,sorghum,production_tons,25.0
Kiambu,2024,sorghum,area_ha,10.0
Kiambu,2024,sorghum,production_tons,14.0
Kilifi,2019,sorghum,area_ha,408.0
Kilifi,2019,sorghum,production_tons,580.0
Kilifi,2020,sorghum,area_ha,403.0
Kilifi,2020,sorghum,production_tons,76.0
Kilifi,2021,sorghum,area_ha,391.0
Kilifi,2021,sorghum,production_tons,112.0
Kilifi,2022,sorghum,area_ha,372.0
Kilifi,2022,sorghum,production_tons,42.0
Kilifi,2023,sorghum,area_ha,243.0
Kilifi,2023,sorghum,production_tons,45.0
Kilifi,2024,sorghum,area_ha,26.0
Kilifi,2024,sorghum,production_tons,6.0
Kirinyaga,2019,sorghum,area_ha,88.0
Kirinyaga,2019,sorghum,production_tons,59.0
Kirinyaga,2020,sorghum,area_ha,93.0
Kirinyaga,2020,sorghum,production_tons,108.0
Kirinyaga,2021,sorghum,area_ha,86.0
Kirinyaga,2021,sorghum,production_tons,71.0
Kirinyaga,2022,sorghum,area_ha,73.0
Kirinyaga,2022,sorghum,production_tons,25.0
Kirinyaga,2023,sorghum,area_ha,110.0
Kirinyaga,2023,sorghum,production_tons,149.0
Kirinyaga,2024,sorghum,area_ha,40.0
Kirinyaga,2024,sorghum,production_tons,61.0
Kisii,2019,sorghum,area_ha,146.0
Kisii,2019,sorghum,production_tons,152.0
Kisii,2020,sorghum,area_ha,98.0
Kisii,2020,sorghum,production_tons,80.0
Kisii,2021,sorghum,area_ha,94.0
Kisii,2021,sorghum,production_tons,160.0
Kisii,2022,sorghum,area_ha,85.0
Kisii,2022,sorghum,production_tons,67.0
Kisii,2023,sorghum,area_ha,117.0
Kisii,2023,sorghum,production_tons,98.0
Kisii,2024,sorghum,area_ha,257.0
Kisii,2024,sorghum,production_tons,242.0
Kisumu,2019,sorghum,area_ha,22540.0
Kisumu,2019,sorghum,production_tons,21800.0
Kisumu,2020,sorghum,area_ha,20740.0
Kisumu,2020,sorghum,production_tons,22974.0
Kisumu,2021,sorghum,area_ha,20800.0
Kisumu,2021,sorghum,production_tons,19742.0
Kisumu,2022,sorghum,area_ha,16460.0
Kisumu,2022,sorghum,production_tons,11851.0
Kisumu,2023,sorghum,area_ha,21500.0
Kisumu,2023,sorghum,production_tons,26946.0
Kisumu,2024,sorghum,area_ha,21600.0
Kisumu,2024,sorghum,production_tons,24246.0
Kitui,2019,sorghum,area_ha,70384.0
Kitui,2019,sorghum,production_tons,125000.0
Kitui,2020,sorghum,area_ha,67872.0
Kitui,2020,sorghum,production_tons,162004.0
Kitui,2021,sorghum,area_ha,70509.0
Kitui,2021,sorghum,production_tons,20494.0
Kitui,2022,sorghum,area_ha,66391.0
Kitui,2022,sorghum,production_tons,19479.0
Kitui,2023,sorghum,area_ha,68755.0
Kitui,2023,sorghum,production_tons,37325.0
Kitui,2024,sorghum,area_ha,60608.0
Kitui,2024,sorghum,production_tons,19836.0
Kwale,2019,sorghum,area_ha,1226.0
Kwale,2019,sorghum,production_tons,1800.0
Kwale,2020,sorghum,area_ha,718.0
Kwale,2020,sorghum,production_tons,574.0
Kwale,2021,sorghum,area_ha,718.0
Kwale,2021,sorghum,production_tons,1026.0
Kwale,2022,sorghum,area_ha,50.0
Kwale,2022,sorghum,production_tons,23.0
Kwale,2023,sorghum,area_ha,308.0
Kwale,2023,sorghum,production_tons,190.0
Kwale,2024,sorghum,area_ha,301.0
Kwale,2024,sorghum,production_tons,198.0
Laikipia,2019,sorghum,area_ha,514.0
Laikipia,2019,sorghum,production_tons,559.0
Lamu,2019,sorghum,area_ha,572.0
Lamu,2019,sorghum,production_tons,777.0
Lamu,2020,sorghum,area_ha,800.0
Lamu,2020,sorghum,production_tons,1663.0
Lamu,2021,sorghum,area_ha,30.0
Lamu,2021,sorghum,production_tons,34.0
Lamu,2022,sorghum,area_ha,950.0
Lamu,2022,sorghum,production_tons,960.0
Lamu,2023,sorghum,area_ha,2004.0
Lamu,2023,sorghum,production_tons,2839.0
Lamu,2024,sorghum,area_ha,630.0
Lamu,2024,sorghum,production_tons,1133.0
Machakos,2019,sorghum,area_ha,10952.0
Machakos,2019,sorghum,production_tons,8584.0
Machakos,2020,sorghum,area_ha,9682.0
Machakos,2020,sorghum,production_tons,4548.0
Machakos,2021,sorghum,area_ha,8095.0
Machakos,2021,sorghum,production_tons,5053.0
Machakos,2022,sorghum,area_ha,9238.0
Machakos,2022,sorghum,production_tons,6008.0
Machakos,2023,sorghum,area_ha,5456.0
Machakos,2023,sorghum,production_tons,2010.0
Machakos,2024,sorghum,area_ha,2276.0
Machakos,2024,sorghum,production_tons,501.0
Makueni,2019,sorghum,area_ha,10776.0
Makueni,2019,sorghum,production_tons,11380.0
Makueni,2020,sorghum,area_ha,8495.0
Makueni,2020,sorghum,production_tons,8153.0
Makueni,2021,sorghum,area_ha,8256.0
Makueni,2021,sorghum,production_tons,5175.0
Makueni,2022,sorghum,area_ha,7582.0
Makueni,2022,sorghum,production_tons,4725.0
Makueni,2023,sorghum,area_ha,7113.0
Makueni,2023,sorghum,production_tons,2532.0
Makueni,2024,sorghum,area_ha,7435.0
Makueni,2024,sorghum,production_tons,2098.0
Mandera,2019,sorghum,area_ha,937.0
Mandera,2019,sorghum,production_tons,499.0
Mandera,2020,sorghum,area_ha,1255.0
Mandera,2020,sorghum,production_tons,738.0
Mandera,2021,sorghum,area_ha,1204.0
Mandera,2021,sorghum,production_tons,786.0
Mandera,2022,sorghum,area_ha,869.0
Mandera,2022,sorghum,production_tons,616.0
Mandera,2023,sorghum,area_ha,1345.0
Mandera,2023,sorghum,production_tons,1035.0
Mandera,2024,sorghum,area_ha,1108.0
Mandera,2024,sorghum,production_tons,891.0
Marsabit,2019,sorghum,area_ha,50.0
Marsabit,2019,sorghum,production_tons,16.0
Marsabit,2020,sorghum,area_ha,69.0
Marsabit,2020,sorghum,production_tons,17.0
Marsabit,2021,sorghum,area_ha,69.0
Marsabit,2021,sorghum,production_tons,11.0
Marsabit,2022,sorghum,area_ha,76.0
Marsabit,2022,sorghum,production_tons,3.0
Marsabit,2023,sorghum,area_ha,106.0
Marsabit,2023,sorghum,production_tons,140.0
Marsabit,2024,sorghum,area_ha,112.0
Marsabit,2024,sorghum,production_tons,87.0
Meru,2019,sorghum,area_ha,12918.0
Meru,2019,sorghum,production_tons,9970.0
Meru,2020,sorghum,area_ha,10519.0
Meru,2020,sorghum,production_tons,11903.0
Meru,2021,sorghum,area_ha,9368.0
Meru,2021,sorghum,production_tons,7752.0
Meru,2022,sorghum,area_ha,9603.0
Meru,2022,sorghum,production_tons,7978.0
Meru,2023,sorghum,area_ha,10897.0
Meru,2023,sorghum,production_tons,34340.0
Meru,2024,sorghum,area_ha,40991.0
Meru,2024,sorghum,production_tons,30709.0
Migori,2019,sorghum,area_ha,11355.0
Migori,2019,sorghum,production_tons,9080.0
Migori,2020,sorghum,area_ha,7034.0
Migori,2020,sorghum,production_tons,4936.0
Migori,2021,sorghum,area_ha,4381.0
Migori,2021,sorghum,production_tons,3538.0
Migori,2022,sorghum,area_ha,4514.0
Migori,2022,sorghum,production_tons,3374.0
Migori,2023,sorghum,area_ha,5034.0
Migori,2023,sorghum,production_tons,3922.0
Migori,2024,sorghum,area_ha,28225.0
Migori,2024,sorghum,production_tons,60891.0
Murang'a,2019,sorghum,area_ha,131.0
Murang'a,2019,sorghum,production_tons,117.0
Murang'a,2020,sorghum,area_ha,164.0
Murang'a,2020,sorghum,production_tons,107.0
Murang'a,2021,sorghum,area_ha,223.0
Murang'a,2021,sorghum,production_tons,189.0
Murang'a,2022,sorghum,area_ha,126.0
Murang'a,2022,sorghum,production_tons,79.0
Murang'a,2023,sorghum,area_ha,203.0
Murang'a,2023,sorghum,production_tons,143.0
Murang'a,2024,sorghum,area_ha,210.0
Murang'a,2024,sorghum,production_tons,188.0
Nairobi,2019,sorghum,area_ha,7.0
Nairobi,2019,sorghum,production_tons,6.0
Nairobi,2020,sorghum,area_ha,5.0
Nairobi,2020,sorghum,production_tons,3.0
Nairobi,2021,sorghum,area_ha,7.0
Nairobi,2021,sorghum,production_tons,16.0
Nairobi,2022,sorghum,area_ha,4.0
Nairobi,2022,sorghum,production_tons,2.0
Nairobi,2023,sorghum,area_ha,5.0
Nairobi,2023,sorghum,production_tons,4.0
Nairobi,2024,sorghum,area_ha,4.0
Nairobi,2024,sorghum,production_tons,3.0
Nakuru,2019,sorghum,area_ha,806.0
Nakuru,2019,sorghum,production_tons,1486.0
Nakuru,2020,sorghum,area_ha,713.0
Nakuru,2020,sorghum,production_tons,1054.0
Nakuru,2021,sorghum,area_ha,560.0
Nakuru,2021,sorghum,production_tons,858.0
Nakuru,2022,sorghum,area_ha,480.0
Nakuru,2022,sorghum,production_tons,602.0
Nakuru,2023,sorghum,area_ha,559.0
Nakuru,2023,sorghum,production_tons,856.0
Nakuru,2024,sorghum,area_ha,660.0
Nakuru,2024,sorghum,production_tons,1138.0
Nandi,2019,sorghum,area_ha,214.0
Nandi,2019,sorghum,production_tons,340.0
Nandi,2020,sorghum,area_ha,140.0
Nandi,2020,sorghum,production_tons,303.0
Nandi,2021,sorghum,area_ha,127.0
Nandi,2021,sorghum,production_tons,223.0
Nandi,2022,sorghum,area_ha,162.0
Nandi,2022,sorghum,production_tons,269.0
Nandi,2023,sorghum,area_ha,463.0
Nandi,2023,sorghum,production_tons,760.0
Nandi,2024,sorghum,area_ha,88.0
Nandi,2024,sorghum,production_tons,145.0
Narok,2019,sorghum,area_ha,898.0
Narok,2019,sorghum,production_tons,1431.0
Narok,2020,sorghum,area_ha,843.0
Narok,2020,sorghum,production_tons,1143.0
Narok,2021,sorghum,area_ha,1525.0
Narok,2021,sorghum,production_tons,879.0
Narok,2022,sorghum,area_ha,1044.0
Narok,2022,sorghum,production_tons,1160.0
Narok,2023,sorghum,area_ha,1486.0
Narok,2023,sorghum,production_tons,2391.0
Narok,2024,sorghum,area_ha,1362.0
Narok,2024,sorghum,production_tons,2134.0
Nyamira,2019,sorghum,area_ha,81.0
Nyamira,2019,sorghum,production_tons,59.0
Nyamira,2020,sorghum,area_ha,44.0
Nyamira,2020,sorghum,production_tons,47.0
Nyamira,2021,sorghum,area_ha,39.0
Nyamira,2021,sorghum,production_tons,45.0
Nyamira,2022,sorghum,area_ha,45.0
Nyamira,2022,sorghum,production_tons,38.0
Nyamira,2023,sorghum,area_ha,65.0
Nyamira,2023,sorghum,production_tons,45.0
Nyamira,2024,sorghum,area_ha,54.0
Nyamira,2024,sorghum,production_tons,47.0
Samburu,2019,sorghum,area_ha,8.0
Samburu,2019,sorghum,production_tons,9.0
Samburu,2020,sorghum,area_ha,8.0
Samburu,2020,sorghum,production_tons,5.0
Samburu,2021,sorghum,area_ha,8.0
Samburu,2021,sorghum,production_tons,5.0
Samburu,2022,sorghum,area_ha,5.0
Samburu,2022,sorghum,production_tons,2.0
Samburu,2023,sorghum,area_ha,5.0
Samburu,2023,sorghum,production_tons,2.0
Samburu,2024,sorghum,area_ha,2.0
Samburu,2024,sorghum,production_tons,1.0
Siaya,2019,sorghum,area_ha,15634.0
Siaya,2019,sorghum,production_tons,16288.0
Siaya,2020,sorghum,area_ha,16019.0
Siaya,2020,sorghum,production_tons,14925.0
Siaya,2021,sorghum,area_ha,15999.0
Siaya,2021,sorghum,production_tons,15555.0
Siaya,2022,sorghum,area_ha,14643.0
Siaya,2022,sorghum,production_tons,15183.0
Siaya,2023,sorghum,area_ha,15046.0
Siaya,2023,sorghum,production_tons,14876.0
Siaya,2024,sorghum,area_ha,10438.0
Siaya,2024,sorghum,production_tons,15007.0
Taita Taveta,2019,sorghum,area_ha,2435.0
Taita Taveta,2019,sorghum,production_tons,3972.0
Taita Taveta,2020,sorghum,area_ha,2071.0
Taita Taveta,2020,sorghum,production_tons,3327.0
Taita Taveta,2021,sorghum,area_ha,1446.0
Taita Taveta,2021,sorghum,production_tons,987.0
Taita Taveta,2022,sorghum,area_ha,1368.0
Taita Taveta,2022,sorghum,production_tons,849.0
Taita Taveta,2023,sorghum,area_ha,1991.0
Taita Taveta,2023,sorghum,production_tons,1193.0
Taita Taveta,2024,sorghum,area_ha,1572.0
Taita Taveta,2024,sorghum,production_tons,781.0
Tharaka Nithi,2019,sorghum,area_ha,19460.0
Tharaka Nithi,2019,sorghum,production_tons,12241.0
Tharaka Nithi,2020,sorghum,area_ha,18097.0
Tharaka Nithi,2020,sorghum,production_tons,11972.0
Tharaka Nithi,2021,sorghum,area_ha,19127.0
Tharaka Nithi,2021,sorghum,production_tons,12337.0
Tharaka Nithi,2022,sorghum,area_ha,18827.0
Tharaka Nithi,2022,sorghum,production_tons,11337.0
Tharaka Nithi,2023,sorghum,area_ha,18843.0
Tharaka Nithi,2023,sorghum,production_tons,11066.0
Tharaka Nithi,2024,sorghum,area_ha,14675.0
Tharaka Nithi,2024,sorghum,production_tons,8947.0
Trans Nzoia,2019,sorghum,area_ha,307.0
Trans Nzoia,2019,sorghum,production_tons,450.0
Trans Nzoia,2020,sorghum,area_ha,287.0
Trans Nzoia,2020,sorghum,production_tons,386.0
Trans Nzoia,2021,sorghum,area_ha,273.0
Trans Nzoia,2021,sorghum,production_tons,382.0
Trans Nzoia,2022,sorghum,area_ha,315.0
Trans Nzoia,2022,sorghum,production_tons,314.0
Trans Nzoia,2023,sorghum,area_ha,491.0
Trans Nzoia,2023,sorghum,production_tons,988.0
Trans Nzoia,2024,sorghum,area_ha,445.0
Trans Nzoia,2024,sorghum,production_tons,802.0
Turkana,2019,sorghum,area_ha,5682.0
Turkana,2019,sorghum,production_tons,3500.0
Turkana,2020,sorghum,area_ha,5520.0
Turkana,2020,sorghum,production_tons,6736.0
Turkana,2021,sorghum,area_ha,2580.0
Turkana,2021,sorghum,production_tons,3812.0
Turkana,2022,sorghum,area_ha,5108.0
Turkana,2022,sorghum,production_tons,922.0
Turkana,2023,sorghum,area_ha,4843.0
Turkana,2023,sorghum,production_tons,3951.0
Turkana,2024,sorghum,area_ha,2649.0
Turkana,2024,sorghum,production_tons,1516.0
Uasin Gishu,2019,sorghum,area_ha,83.0
Uasin Gishu,2019,sorghum,production_tons,159.0
Uasin Gishu,2020,sorghum,area_ha,82.0
Uasin Gishu,2020,sorghum,production_tons,59.0
Uasin Gishu,2021,sorghum,area_ha,75.0
Uasin Gishu,2021,sorghum,production_tons,176.0
Uasin Gishu,2022,sorghum,area_ha,96.0
Uasin Gishu,2022,sorghum,production_tons,99.0
Uasin Gishu,2023,sorghum,area_ha,89.0
Uasin Gishu,2023,sorghum,production_tons,217.0
Uasin Gishu,2024,sorghum,area_ha,132.0
Uasin Gishu,2024,sorghum,production_tons,184.0
Vihiga,2019,sorghum,area_ha,170.0
Vihiga,2019,sorghum,production_tons,285.0
Vihiga,2020,sorghum,area_ha,136.0
Vihiga,2020,sorghum,production_tons,228.0
Vihiga,2021,sorghum,area_ha,162.0
Vihiga,2021,sorghum,production_tons,121.0
Vihiga,2022,sorghum,area_ha,168.0
Vihiga,2022,sorghum,production_tons,103.0
Vihiga,2023,sorghum,area_ha,193.0
Vihiga,2023,sorghum,production_tons,219.0
Vihiga,2024,sorghum,area_ha,303.0
Vihiga,2024,sorghum,production_tons,222.0
Wajir,2019,sorghum,area_ha,327.0
Wajir,2019,sorghum,production_tons,497.0
Wajir,2020,sorghum,area_ha,442.0
Wajir,2020,sorghum,production_tons,199.0
Wajir,2021,sorghum,area_ha,412.0
Wajir,2021,sorghum,production_tons,143.0
Wajir,2022,sorghum,area_ha,279.0
Wajir,2022,sorghum,production_tons,346.0
Wajir,2023,sorghum,area_ha,380.0
Wajir,2023,sorghum,production_tons,324.0
Wajir,2024,sorghum,area_ha,541.0
Wajir,2024,sorghum,production_tons,353.0
West Pokot,2019,sorghum,area_ha,436.0
West Pokot,2019,sorghum,production_tons,654.0
West Pokot,2020,sorghum,area_ha,162.0
West Pokot,2020,sorghum,production_tons,221.0
West Pokot,2021,sorghum,area_ha,331.0
West Pokot,2021,sorghum,production_tons,431.0
West Pokot,2022,sorghum,area_ha,278.0
West Pokot,2022,sorghum,production_tons,245.0
West Pokot,2023,sorghum,area_ha,301.0
West Pokot,2023,sorghum,production_tons,348.0
West Pokot,2024,sorghum,area_ha,1239.0
West Pokot,2024,sorghum,production_tons,810.0
Baringo,2019,beans,area_ha,21020.0
Baringo,2019,beans,production_tons,19977.0
Baringo,2020,beans,area_ha,20914.0
Baringo,2020,beans,production_tons,24647.0
Baringo,2021,beans,area_ha,19669.0
Baringo,2021,beans,production_tons,16289.0
Baringo,2022,beans,area_ha,23804.0
Baringo,2022,beans,production_tons,21616.0
Baringo,2023,beans,area_ha,23677.0
Baringo,2023,beans,production_tons,22501.0
Baringo,2024,beans,area_ha,29922.0
Baringo,2024,beans,production_tons,26699.0
Bomet,2019,beans,area_ha,32273.0
Bomet,2019,beans,production_tons,42592.0
Bomet,2020,beans,area_ha,30570.0
Bomet,2020,beans,production_tons,41923.0
Bomet,2021,beans,area_ha,29255.0
Bomet,2021,beans,production_tons,28263.0
Bomet,2022,beans,area_ha,29891.0
Bomet,2022,beans,production_tons,30320.0
Bomet,2023,beans,area_ha,12803.0
Bomet,2023,beans,production_tons,12377.0
Bomet,2024,beans,area_ha,18545.0
Bomet,2024,beans,production_tons,13368.0
Bungoma,2019,beans,area_ha,78930.0
Bungoma,2019,beans,production_tons,56775.0
Bungoma,2020,beans,area_ha,78644.0
Bungoma,2020,beans,production_tons,51186.0
Bungoma,2021,beans,area_ha,87218.0
Bungoma,2021,beans,production_tons,60141.0
Bungoma,2022,beans,area_ha,87724.0
Bungoma,2022,beans,production_tons,49948.0
Bungoma,2023,beans,area_ha,63445.0
Bungoma,2023,beans,production_tons,45073.0
Bungoma,2024,beans,area_ha,64096.0
Bungoma,2024,beans,production_tons,43390.0
Busia,2019,beans,area_ha,21083.0
Busia,2019,beans,production_tons,21412.0
Busia,2020,beans,area_ha,31065.0
Busia,2020,beans,production_tons,24034.0
Busia,2021,beans,area_ha,22314.0
Busia,2021,beans,production_tons,13349.0
Busia,2022,beans,area_ha,21528.0
Busia,2022,beans,production_tons,16583.0
Busia,2023,beans,area_ha,23069.0
Busia,2023,beans,production_tons,18090.0
Busia,2024,beans,area_ha,21160.0
Busia,2024,beans,production_tons,17847.0
Elgeyo Marakwet,2020,beans,area_ha,19858.0
Elgeyo Marakwet,2020,beans,production_tons,8856.0
Elgeyo Marakwet,2021,beans,area_ha,19872.0
Elgeyo Marakwet,2021,beans,production_tons,7657.0
Elgeyo Marakwet,2022,beans,area_ha,19540.0
Elgeyo Marakwet,2022,beans,production_tons,6356.0
Elgeyo Marakwet,2023,beans,area_ha,25610.0
Elgeyo Marakwet,2023,beans,production_tons,28578.0
Elgeyo Marakwet,2024,beans,area_ha,25862.0
Elgeyo Marakwet,2024,beans,production_tons,15821.0
Embu,2019,beans,area_ha,22758.0
Embu,2019,beans,production_tons,13402.0
Embu,2020,beans,area_ha,20376.0
Embu,2020,beans,production_tons,14143.0
Embu,2021,beans,area_ha,21360.0
Embu,2021,beans,production_tons,13841.0
Embu,2022,beans,area_ha,21280.0
Embu,2022,beans,production_tons,18151.0
Embu,2023,beans,area_ha,21380.0
Embu,2023,beans,production_tons,10308.0
Embu,2024,beans,area_ha,21400.0
Embu,2024,beans,production_tons,6470.0
Homa Bay,2019,beans,area_ha,48558.0
Homa Bay,2019,beans,production_tons,29696.0
Homa Bay,2020,beans,area_ha,49900.0
Homa Bay,2020,beans,production_tons,32850.0
Homa Bay,2021,beans,area_ha,43074.0
Homa Bay,2021,beans,production_tons,30431.0
Homa Bay,2022,beans,area_ha,38739.0
Homa Bay,2022,beans,production_tons,25436.0
Homa Bay,2023,beans,area_ha,28052.0
Homa Bay,2023,beans,production_tons,20308.0
Homa Bay,2024,beans,area_ha,31949.0
Homa Bay,2024,beans,production_tons,28739.0
Isiolo,2019,beans,area_ha,314.0
Isiolo,2019,beans,production_tons,79.0
Isiolo,2020,beans,area_ha,90.0
Isiolo,2020,beans,production_tons,7.0
Isiolo,2021,beans,area_ha,155.0
Isiolo,2021,beans,production_tons,115.0
Isiolo,2022,beans,area_ha,134.0
Isiolo,2022,beans,production_tons,74.0
Isiolo,2023,beans,area_ha,114.0
Isiolo,2023,beans,production_tons,42.0
Isiolo,2024,beans,area_ha,150.0
Isiolo,2024,beans,production_tons,61.0
Kajiado,2019,beans,area_ha,49621.0
Kajiado,2019,beans,production_tons,31812.0
Kajiado,2020,beans,area_ha,49821.0
Kajiado,2020,beans,production_tons,43846.0
Kajiado,2021,beans,area_ha,2370.0
Kajiado,2021,beans,production_tons,1581.0
Kajiado,2022,beans,area_ha,49930.0
Kajiado,2022,beans,production_tons,24286.0
Kajiado,2023,beans,area_ha,47957.0
Kajiado,2023,beans,production_tons,42525.0
Kajiado,2024,beans,area_ha,57493.0
Kajiado,2024,beans,production_tons,38890.0
Kakamega,2019,beans,area_ha,60653.0
Kakamega,2019,beans,production_tons,34869.0
Kakamega,2020,beans,area_ha,51851.0
Kakamega,2020,beans,production_tons,27031.0
Kakamega,2021,beans,area_ha,65341.0
Kakamega,2021,beans,production_tons,31414.0
Kakamega,2022,beans,area_ha,72882.0
Kakamega,2022,beans,production_tons,31120.0
Kakamega,2023,beans,area_ha,49279.0
Kakamega,2023,beans,production_tons,43540.0
Kakamega,2024,beans,area_ha,59128.0
Kakamega,2024,beans,production_tons,16021.0
Kericho,2019,beans,area_ha,17528.0
Kericho,2019,beans,production_tons,14935.0
Kericho,2020,beans,area_ha,18492.0
Kericho,2020,beans,production_tons,11812.0
Kericho,2021,beans,area_ha,18222.0
Kericho,2021,beans,production_tons,20543.0
Kericho,2022,beans,area_ha,22151.0
Kericho,2022,beans,production_tons,21815.0
Kericho,2023,beans,area_ha,23261.0
Kericho,2023,beans,production_tons,25336.0
Kericho,2024,beans,area_ha,24477.0
Kericho,2024,beans,production_tons,26675.0
Kiambu,2019,beans,area_ha,25926.0
Kiambu,2019,beans,production_tons,19538.0
Kiambu,2020,beans,area_ha,26284.0
Kiambu,2020,beans,production_tons,27700.0
Kiambu,2021,beans,area_ha,24911.0
Kiambu,2021,beans,production_tons,13383.0
Kiambu,2022,beans,area_ha,24263.0
Kiambu,2022,beans,production_tons,10819.0
Kiambu,2023,beans,area_ha,24288.0
Kiambu,2023,beans,production_tons,10007.0
Kiambu,2024,beans,area_ha,24711.0
Kiambu,2024,beans,production_tons,13144.0
Kilifi,2019,beans,area_ha,52.0
Kilifi,2019,beans,production_tons,31.0
Kilifi,2020,beans,area_ha,50.0
Kilifi,2020,beans,production_tons,18.0
Kilifi,2021,beans,area_ha,50.0
Kilifi,2021,beans,production_tons,18.0
Kilifi,2022,beans,area_ha,58.0
Kilifi,2022,beans,production_tons,35.0
Kilifi,2023,beans,area_ha,57.0
Kilifi,2023,beans,production_tons,19.0
Kilifi,2024,beans,area_ha,3.0
Kilifi,2024,beans,production_tons,1.0
Kirinyaga,2019,beans,area_ha,20470.0
Kirinyaga,2019,beans,production_tons,7190.0
Kirinyaga,2020,beans,area_ha,19216.0
Kirinyaga,2020,beans,production_tons,8994.0
Kirinyaga,2021,beans,area_ha,19943.0
Kirinyaga,2021,beans,production_tons,6870.0
Kirinyaga,2022,beans,area_ha,24431.0
Kirinyaga,2022,beans,production_tons,6790.0
Kirinyaga,2023,beans,area_ha,21816.0
Kirinyaga,2023,beans,production_tons,23335.0
Kirinyaga,2024,beans,area_ha,17080.0
Kirinyaga,2024,beans,production_tons,14506.0
Kisii,2019,beans,area_ha,49799.0
Kisii,2019,beans,production_tons,24149.0
Kisii,2020,beans,area_ha,48645.0
Kisii,2020,beans,production_tons,28090.0
Kisii,2021,beans,area_ha,47594.0
Kisii,2021,beans,production_tons,31292.0
Kisii,2022,beans,area_ha,34104.0
