county,year,maize_area_ha,maize_production_tons,beans_area_ha,beans_production_tons,sorghum_area_ha,sorghum_production_tons,green_grams_area_ha,green_grams_production_tons,irish_potatoes_area_ha,irish_potatoes_production_tons,tea_made_tea_kg,tea_green_leaf_tea_kg,coffee_total_area_ha,maize_yield_t_per_ha,beans_yield_t_per_ha,sorghum_yield_t_per_ha,green_grams_yield_t_per_ha,irish_potatoes_yield_t_per_ha,rainfall_mm,avg_temp_c,soil_ph
Taita Taveta,2020,10006.0,16643.0,2687.0,2224.0,2071.0,3327.0,3527.0,3462.0,36.0,578.0,,,,1.6633020187887269,0.8276888723483439,1.6064703042008692,0.9815707400056706,16.055555555555557,1017.42,18.562131147540985,6.4
Taita Taveta,2021,12252.0,3360.0,3481.0,3542.0,1446.0,987.0,2942.0,3043.0,738.0,1360.0,,,,0.2742409402546523,1.017523700086182,0.6825726141078838,1.0343303874915024,1.8428184281842819,601.18,19.021095890410958,6.4
Taita Taveta,2022,11464.0,10893.0,2942.0,3036.0,1368.0,849.0,2954.0,1329.0,739.0,619.0,,,,0.9501919050942079,1.0319510537049625,0.6206140350877193,0.449898442789438,0.8376184032476319,477.37,19.06986301369863,6.4
Taita Taveta,2023,13596.0,12393.0,3837.0,3332.0,1991.0,1193.0,3305.0,2280.0,553.0,2467.0,,,,0.9115180935569285,0.8683867604899661,0.5991963837267704,0.6898638426626323,4.461121157323689,809.61,19.244164383561642,6.4
Taita Taveta,2024,11426.0,13176.0,4436.0,4119.0,1572.0,781.0,8243.0,2791.0,564.0,2172.0,,,,1.1531594608786977,0.9285392245266005,0.49681933842239184,0.33859031905859516,3.851063829787234,878.58,19.287322404371583,6.4
Tana River,2019,5311.0,4471.0,52.0,45.0,0.0,0.0,1453.0,1368.0,0.0,0.0,,,,0.8418376953492751,0.8653846153846154,,0.9415003441156229,,617.37,27.982109589041094,6.9
Tana River,2020,5666.0,8222.0,3.0,3.0,0.0,0.0,1220.0,1391.0,0.0,0.0,,,,1.4511118955171196,1.0,,1.1401639344262295,,490.46,27.56071038251366,6.9
Tana River,2021,4251.0,958.0,3.0,3.0,0.0,0.0,1260.0,1260.0,0.0,0.0,,,,0.225358739120207,1.0,,1.0,,381.12,27.819041095890412,6.9
Tana River,2022,6673.0,8257.0,3.0,2.0,0.0,0.0,1268.0,1522.0,0.0,0.0,,,,1.237374494230481,0.6666666666666666,,1.2003154574132493,,370.79,27.790027397260275,6.9
Tana River,2023,5734.0,5879.0,4.0,2.0,0.0,0.0,1300.0,1690.0,0.0,0.0,,,,1.0252877572375305,0.5,,1.3,,897.74,27.335972602739723,6.9
Tana River,2024,5063.0,14658.0,31.0,7.0,0.0,0.0,2897.0,3645.0,0.0,0.0,,,,2.8951214694844953,0.22580645161290322,,1.2581981360027614,,490.35,28.228633879781423,6.9
Tharaka Nithi,2019,24436.0,11943.0,0.0,0.0,19460.0,12241.0,0.0,0.0,0.0,0.0,4232604.0,,,0.4887461122933377,,0.6290339157245632,,,1318.96,18.155123287671234,6.0
Tharaka Nithi,2020,18591.0,41601.0,13684.0,16621.0,18097.0,11972.0,29677.0,14296.0,62.0,620.0,5012526.0,21303236.0,,2.2376956591899306,1.2146302250803858,0.6615461126153506,0.4817198503891903,10.0,1528.69,17.095437158469945,6.0
Tharaka Nithi,2021,25420.0,30352.0,8905.0,7047.0,19127.0,12337.0,31009.0,12172.0,50.0,525.0,4106309.0,17451813.0,,1.1940204563335957,0.7913531723750702,0.6450044439797146,0.39253120061917507,10.5,1112.43,17.46712328767123,6.0
Tharaka Nithi,2022,23640.0,20668.0,18675.0,5563.0,18827.0,11337.0,13630.0,3271.0,20.0,4.0,4416613.0,18770605.0,3680.9,0.8742808798646362,0.2978848728246319,0.6021671004408562,0.23998532648569332,0.2,1631.46,16.771753424657533,6.0
Tharaka Nithi,2023,26617.0,33808.0,17232.0,13895.0,18843.0,11066.0,28340.0,11336.0,61.0,538.0,4658970.0,19800623.0,3741.0,1.2701656835856783,0.8063486536675951,0.5872737886748395,0.4,8.819672131147541,1765.62,17.371780821917806,6.0
Tharaka Nithi,2024,37588.0,55426.0,17489.0,18882.0,14675.0,8947.0,27722.0,9749.0,11.0,141.0,4859909.0,20654613.3,3858.0,1.4745663509630733,1.0796500657556178,0.6096763202725723,0.35167015366856647,12.818181818181818,1944.99,17.39912568306011,6.0
Trans Nzoia,2019,106549.0,426499.0,62428.0,25202.0,307.0,450.0,0.0,0.0,1653.0,15000.0,,,,4.002843762024984,0.40369705901198183,1.4657980456026058,,9.074410163339383,2316.38,17.52449315068493,5.9
Trans Nzoia,2020,104850.0,489056.0,54893.0,25061.0,287.0,386.0,0.0,0.0,1675.0,9750.0,,15532186.0,,4.664339532665713,0.4565427285810577,1.3449477351916377,,5.82089552238806,3451.58,16.69431693989071,5.9
Trans Nzoia,2021,107090.0,407913.0,52418.0,18924.0,273.0,382.0,0.0,0.0,1758.0,9940.0,,11496816.0,,3.8090671397889624,0.36102102331260255,1.3992673992673992,,5.654152445961319,1630.65,17.02345205479452,5.9
Trans Nzoia,2022,95140.0,339990.0,57650.0,51734.0,315.0,314.0,0.0,0.0,2765.0,33180.0,,10950158.0,2198.0,3.5735757830565484,0.8973807458803122,0.9968253968253968,,12.0,1917.3799999999999,17.134849315068493,5.9
Trans Nzoia,2023,125065.0,448011.0,61462.0,47842.0,491.0,988.0,53.0,44.0,1635.0,13181.0,,12580413.0,2360.0,3.582225242873706,0.7783996615795126,2.0122199592668024,0.8301886792452831,8.06177370030581,2274.35,17.420027397260274,5.9
Trans Nzoia,2024,124976.0,423156.0,54671.0,46875.0,445.0,802.0,53.0,44.0,2566.0,26718.0,,9714904.4,2406.0,3.3858980924337474,0.8574015474383129,1.8022471910112359,0.8301886792452831,10.412314886983632,2917.31,17.27901639344262,5.9
Trans-Nzoia/Bungoma,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712039.0,,,,,,,,2316.38,17.52449315068493,5.9
Trans-Nzoia/Bungoma,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3654632.0,,,,,,,,3451.58,16.69431693989071,5.9
Trans-Nzoia/Bungoma,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705133.0,,,,,,,,1630.65,17.02345205479452,5.9
Trans-Nzoia/Bungoma,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576508.0,,,,,,,,1917.3799999999999,17.134849315068493,5.9
Trans-Nzoia/Bungoma,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960097.0,,,,,,,,2274.35,17.420027397260274,5.9
Trans-Nzoia/Bungoma,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285859.9,,,,,,,,2917.31,17.27901639344262,5.9
Turkana,2019,8931.0,5689.0,0.0,0.0,5682.0,3500.0,148.0,151.0,0.0,0.0,,,,0.6369947374314187,,0.6159802886307638,1.0202702702702702,,715.34,26.652849315068497,8.0
Turkana,2020,2475.0,2582.0,0.0,0.0,5520.0,6736.0,4.0,4.0,0.0,0.0,,,,1.0432323232323233,,1.2202898550724637,1.0,,1817.93,25.56456284153005,8.0
Turkana,2021,1295.0,1154.0,0.0,0.0,2580.0,3812.0,0.0,0.0,0.0,0.0,,,,0.8911196911196911,,1.4775193798449613,,,536.72,26.178383561643837,8.0
Turkana,2022,3408.0,452.0,0.0,0.0,5108.0,922.0,190.0,47.0,0.0,0.0,,,,0.13262910798122066,,0.18050117462803444,0.24736842105263157,,341.15,26.700986301369866,8.0
Turkana,2023,1750.0,1331.0,0.0,0.0,4843.0,3951.0,292.0,204.0,0.0,0.0,,,,0.7605714285714286,,0.8158166425769151,0.6986301369863014,,548.72,26.602986301369864,8.0
Turkana,2024,3704.0,4217.0,0.0,0.0,2649.0,1516.0,55.0,28.0,0.0,0.0,,,,1.138498920086393,,0.5722914307285768,0.509090909090909,,975.76,26.290273224043716,8.0
Uasin Gishu,2019,100081.0,324366.0,14668.0,8127.0,83.0,159.0,0.0,0.0,4053.0,40000.0,,,,3.2410347618429074,0.5540632669757295,1.9156626506024097,,9.869232667160128,2667.79,19.253643835616437,5.5
Uasin Gishu,2020,106999.0,456574.0,18389.0,15023.0,82.0,59.0,0.0,0.0,7189.0,54367.0,,,,4.267086608286059,0.8169557887867747,0.7195121951219512,,7.562526081513424,3457.72,18.41655737704918,5.5
Uasin Gishu,2021,104645.0,385400.0,19389.0,14127.0,75.0,176.0,0.0,0.0,7237.0,56659.0,,,,3.6829279946485736,0.7286090051059879,2.3466666666666667,,7.829072820229377,1792.03,18.7153698630137,5.5
Uasin Gishu,2022,102820.0,359870.0,17045.0,12600.0,96.0,99.0,0.0,0.0,6856.0,50853.0,,,341.0,3.5,0.7392197125256673,1.03125,,7.417298716452742,2004.64,18.875479452054794,5.5
Uasin Gishu,2023,117923.0,476538.0,22430.0,23560.0,89.0,217.0,0.0,0.0,7699.0,55590.0,,,662.0,4.041094612586179,1.050378956754347,2.438202247191011,,7.220418236134563,2518.62,19.151534246575345,5.5
Uasin Gishu,2024,107009.0,483211.0,21713.0,14680.0,132.0,184.0,0.0,0.0,5366.0,70139.0,,,723.0,4.515610836471699,0.6760926633813844,1.393939393939394,,13.071002609019754,2945.95,19.014098360655737,5.5
Vihiga,2019,28560.0,38208.0,23680.0,17605.0,170.0,285.0,0.0,0.0,0.0,0.0,,,,1.33781512605042,0.7434543918918919,1.6764705882352942,,,2950.71,20.627972602739725,5.5
Vihiga,2020,25134.0,30566.0,20260.0,16657.0,136.0,228.0,0.0,0.0,0.0,0.0,,,,1.2161215882867829,0.8221618953603159,1.6764705882352942,,,3399.84,19.99292349726776,5.5
Vihiga,2021,22340.0,24191.0,19378.0,12457.0,162.0,121.0,0.0,0.0,0.0,0.0,,,,1.0828558639212176,0.6428423985963464,0.7469135802469136,,,2044.98,20.310438356164386,5.5
Vihiga,2022,26142.0,25335.0,19378.0,18308.0,168.0,103.0,0.0,0.0,0.0,0.0,,,15.0,0.9691301354142758,0.9447827433171638,0.6130952380952381,,,2193.93,20.244876712328768,5.5
Vihiga,2023,24921.0,29659.0,18918.0,6172.0,193.0,219.0,0.0,0.0,0.0,0.0,,,19.0,1.1901207816700774,0.32625013214927584,1.1347150259067358,,,3175.23,20.590520547945207,5.5
Vihiga,2024,24771.0,34171.0,18853.0,12915.0,303.0,222.0,0.0,0.0,0.0,0.0,,,20.0,1.3794760001614792,0.6850368641595502,0.7326732673267327,,,3042.9900000000002,20.590081967213116,5.5
Wajir,2019,306.0,225.0,0.0,0.0,327.0,497.0,0.0,0.0,0.0,0.0,,,,0.7352941176470589,,1.5198776758409787,,,692.97,28.305561643835617,7.7
Wajir,2020,98.0,39.0,3.0,2.0,442.0,199.0,0.0,0.0,0.0,0.0,,,,0.3979591836734694,0.6666666666666666,0.4502262443438914,,,650.75,28.09095628415301,7.7
Wajir,2021,54.0,19.0,3.0,1.0,412.0,143.0,0.0,0.0,0.0,0.0,,,,0.35185185185185186,0.3333333333333333,0.3470873786407767,,,1350.22,28.234219178082192,7.7
Wajir,2022,72.0,25.0,3.0,0.0,279.0,346.0,0.0,0.0,0.0,0.0,,,,0.3472222222222222,0.0,1.2401433691756272,,,845.35,27.38986301369863,7.7
Wajir,2023,132.0,34.0,46.0,60.0,380.0,324.0,0.0,0.0,0.0,0.0,,,,0.25757575757575757,1.3043478260869565,0.8526315789473684,,,1295.42,27.531616438356167,7.7
Wajir,2024,278.0,216.0,44.0,41.0,541.0,353.0,0.0,0.0,0.0,0.0,,,,0.7769784172661871,0.9318181818181818,0.6524953789279113,,,471.03000000000003,28.91650273224044,7.7
West Pokot,2019,36720.0,82849.0,15696.0,10992.0,436.0,654.0,175.0,108.0,1800.0,26563.0,,,,2.256236383442266,0.7003058103975535,1.5,0.6171428571428571,14.757222222222222,1415.1,21.24227397260274,6.1
West Pokot,2020,32354.0,23400.0,17261.0,7644.0,162.0,221.0,90.0,57.0,1750.0,17500.0,,,,0.7232490573035791,0.4428480389316957,1.3641975308641976,0.6333333333333333,10.0,2200.47,20.05792349726776,6.1
West Pokot,2021,34911.0,53193.0,15900.0,5333.0,331.0,431.0,123.0,69.0,2517.0,24365.0,,,,1.5236744865515166,0.33540880503144654,1.3021148036253776,0.5609756097560976,9.680174811283274,970.45,21.17958904109589,6.1
West Pokot,2022,34780.0,52650.0,14843.0,4295.0,278.0,245.0,81.0,41.0,1858.0,16135.0,,,178.0,1.5138010350776308,0.28936198881627706,0.8812949640287769,0.5061728395061729,8.684068891280948,1161.9,21.10391780821918,6.1
West Pokot,2023,49097.0,96010.0,25166.0,19962.0,301.0,348.0,125.0,81.0,8009.0,96109.0,,,186.0,1.9555166303440128,0.7932130652467615,1.1561461794019934,0.648,12.000124859533026,1405.77,21.262931506849316,6.1
West Pokot,2024,56403.0,96984.0,28943.0,16528.0,1239.0,810.0,699.0,394.0,2456.0,27994.0,,,207.0,1.7194830062230733,0.5710534498842552,0.6537530266343826,0.5636623748211731,11.398208469055374,1838.25,20.995382513661202,6.1
