county,year,maize_area_ha,maize_production_tons,beans_area_ha,beans_production_tons,sorghum_area_ha,sorghum_production_tons,green_grams_area_ha,green_grams_production_tons,irish_potatoes_area_ha,irish_potatoes_production_tons,tea_made_tea_kg,tea_green_leaf_tea_kg,coffee_total_area_ha,maize_yield_t_per_ha,beans_yield_t_per_ha,sorghum_yield_t_per_ha,green_grams_yield_t_per_ha,irish_potatoes_yield_t_per_ha,rainfall_mm,avg_temp_c,soil_ph
Kitui,2023,83618.0,36292.0,33024.0,10948.0,68755.0,37325.0,113479.0,79435.0,0.0,0.0,,,,0.43402138295582293,0.33151647286821706,0.5428696094829467,0.6999973563390584,,848.94,23.82887671232877,6.5
Kitui,2024,89423.0,17845.0,35549.0,8900.0,60608.0,19836.0,96623.0,25780.0,0.0,0.0,,,,0.19955716090938572,0.250358659877915,0.32728352692713836,0.266810179770862,,570.53,24.33912568306011,6.5
Kwale,2019,65500.0,35485.0,308.0,98.0,1226.0,1800.0,6525.0,1737.0,0.0,0.0,,,,0.5417557251908397,0.3181818181818182,1.468189233278956,0.26620689655172414,,1480.41,26.176356164383563,6.5
Kwale,2020,56576.0,34061.0,299.0,116.0,718.0,574.0,6777.0,2396.0,0.0,0.0,,,,0.6020397341628959,0.3879598662207358,0.7994428969359332,0.3535487678913974,,1094.21,25.740901639344262,6.5
Kwale,2021,56128.0,33815.0,299.0,116.0,718.0,1026.0,6028.0,3052.0,0.0,0.0,,,,0.6024622291904219,0.3879598662207358,1.4289693593314763,0.5063039150630392,,753.73,26.25805479452055,6.5
Kwale,2022,23200.0,45428.0,299.0,2914.0,50.0,23.0,6472.0,3132.0,0.0,0.0,,,,1.9581034482758621,9.74581939799331,0.46,0.48393077873918416,,1022.05,25.983999999999998,6.5
Kwale,2023,60518.0,61037.0,324.0,227.0,308.0,190.0,6539.0,3335.0,0.0,0.0,,,,1.0085759608711458,0.7006172839506173,0.6168831168831169,0.5100168221440587,,1871.67,25.764849315068492,6.5
Kwale,2024,58116.0,44127.0,158.0,47.0,301.0,198.0,9668.0,5364.0,0.0,0.0,,,,0.7592917613049762,0.2974683544303797,0.6578073089700996,0.5548200248241622,,1045.17,26.201120218579238,6.5
Laikipia,2019,25260.0,44843.0,15962.0,11698.0,514.0,559.0,0.0,0.0,9373.0,50283.0,,,,1.7752573238321456,0.7328655556947751,1.0875486381322956,,5.364664461751841,711.73,20.76213698630137,6.8
Laikipia,2020,26470.0,39422.0,14535.0,13331.0,0.0,0.0,0.0,0.0,5136.0,36876.0,,,,1.4893086513033622,0.9171654626762986,,,7.179906542056075,1098.03,19.783551912568306,6.8
Laikipia,2021,24932.0,34520.0,14935.0,3620.0,0.0,0.0,0.0,0.0,8480.0,40270.0,,,,1.3845660195732392,0.24238366253766322,,,4.748820754716981,528.99,20.311013698630138,6.8
Laikipia,2022,25055.0,7288.0,8802.0,2913.0,0.0,0.0,0.0,0.0,19258.0,53762.0,,,56.4,0.2908800638595091,0.33094751192910704,,,2.7916709938726765,616.88,20.024,6.8
Laikipia,2023,29596.0,44264.0,11975.0,6252.0,0.0,0.0,0.0,0.0,6099.0,47857.0,,,58.0,1.4956075145289904,0.5220876826722338,,,7.84669617970159,699.39,20.49295890410959,6.8
Laikipia,2024,29240.0,51372.0,14265.0,9557.0,0.0,0.0,0.0,0.0,6910.0,25931.0,,,77.0,1.756908344733242,0.6699614440939362,,,3.7526772793053547,1047.46,20.162185792349725,6.8
Lamu,2019,29350.0,53232.0,0.0,0.0,572.0,777.0,9760.0,9760.0,0.0,0.0,,,,1.8136967632027257,,1.3583916083916083,1.0,,734.4,28.11101369863014,7.3
Lamu,2020,37500.0,28325.0,0.0,0.0,800.0,1663.0,9383.0,7882.0,0.0,0.0,,,,0.7553333333333333,,2.07875,0.8400298412021742,,577.17,27.56672131147541,7.3
Lamu,2021,16820.0,4772.0,0.0,0.0,30.0,34.0,6450.0,2395.0,0.0,0.0,,,,0.28370986920332936,,1.1333333333333333,0.37131782945736436,,517.03,27.83871232876712,7.3
Lamu,2022,39502.0,59102.0,0.0,0.0,950.0,960.0,8796.0,7477.0,0.0,0.0,,,,1.496177408738798,,1.0105263157894737,0.8500454752160073,,475.09,27.586136986301373,7.3
Lamu,2023,45800.0,74318.0,0.0,0.0,2004.0,2839.0,10555.0,10027.0,0.0,0.0,,,,1.6226637554585153,,1.4166666666666667,0.9499763145428707,,866.68,27.545205479452054,7.3
Lamu,2024,23154.0,48436.0,0.0,0.0,630.0,1133.0,16150.0,14842.0,0.0,0.0,,,,2.091906366070657,,1.7984126984126985,0.9190092879256966,,433.33,28.418387978142075,7.3
Machakos,2019,125358.0,92034.0,64880.0,30123.0,10952.0,8584.0,20597.0,8771.0,0.0,0.0,,,,0.7341693390130666,0.46428791615289766,0.7837837837837838,0.42583871437588,,714.27,21.75408219178082,6.0
Machakos,2020,133795.0,40927.0,73015.0,32341.0,9682.0,4548.0,19612.0,10522.0,0.0,0.0,,,,0.30589334429537723,0.44293638293501336,0.46973765750877916,0.5365082602488273,,844.38,20.955792349726774,6.0
Machakos,2021,144201.0,59321.0,78628.0,28874.0,8095.0,5053.0,20245.0,9352.0,0.0,0.0,,,,0.41137717491556924,0.36722287225924605,0.6242124768375541,0.4619412200543344,,543.43,21.166027397260276,6.0
Machakos,2022,134048.0,22597.0,89222.0,15346.0,9238.0,6008.0,16571.0,8664.0,0.0,0.0,,,8013.0,0.16857394366197184,0.17199793772836297,0.6503572201775276,0.5228411079596886,,452.47,21.190383561643834,6.0
Machakos,2023,138830.0,175493.0,89098.0,53826.0,5456.0,2010.0,24280.0,11265.0,0.0,0.0,,,8029.0,1.2640855722826478,0.6041213046308559,0.3684017595307918,0.4639621087314662,,777.42,21.284931506849315,6.0
Machakos,2024,158761.0,91910.0,86971.0,17988.0,2276.0,501.0,26674.0,7021.0,0.0,0.0,,,8098.0,0.578920515743791,0.2068275632107254,0.22012302284710017,0.2632151158431431,,714.98,21.660765027322405,6.0
Makueni,2019,139024.0,109434.0,38880.0,27575.0,10776.0,11380.0,76436.0,50009.0,11.0,110.0,,,,0.787159051674531,0.7092335390946503,1.0560504825538233,0.6542597728818881,10.0,684.12,22.30964383561644,5.9
Makueni,2020,146562.0,120000.0,38631.0,31218.0,8495.0,8153.0,80286.0,58625.0,11.0,110.0,,,,0.8187661194579768,0.8081074784499496,0.9597410241318423,0.7302020277507909,10.0,775.94,21.581775956284154,5.9
Makueni,2021,150726.0,88013.0,40186.0,24519.0,8256.0,5175.0,69955.0,42610.0,46.0,262.0,,,,0.5839271260432839,0.6101378589558553,0.6268168604651163,0.6091058537631334,5.695652173913044,487.76,21.79764383561644,5.9
Makueni,2022,132910.0,83018.0,49800.0,9960.0,7582.0,4725.0,75559.0,26446.0,45.0,270.0,,,1695.0,0.6246181626664661,0.2,0.6231864943286731,0.35000463214177,6.0,426.52,21.740602739726025,5.9
Makueni,2023,136912.0,81363.0,52656.0,23552.0,7113.0,2532.0,76212.0,39903.0,75.0,330.0,,,1695.0,0.5942722332593199,0.4472804618656943,0.35596794601433995,0.5235789639426862,4.4,829.91,21.768986301369864,5.9
Makueni,2024,155337.0,83506.0,55380.0,23921.0,7435.0,2098.0,72720.0,26777.0,71.0,311.0,,,1841.0,0.5375795850312546,0.43194293968941855,0.28217888365837257,0.3682205720572057,4.380281690140845,661.29,22.271830601092894,5.9
Mandera,2019,3071.0,964.0,0.0,0.0,937.0,499.0,86.0,41.0,0.0,0.0,,,,0.3139042657114946,,0.5325506937033084,0.47674418604651164,,602.33,27.313917808219177,7.2
Mandera,2020,3708.0,1847.0,0.0,0.0,1255.0,738.0,87.0,71.0,0.0,0.0,,,,0.4981121898597627,,0.5880478087649402,0.8160919540229885,,675.3100000000001,27.29248633879781,7.2
Mandera,2021,3510.0,1818.0,0.0,0.0,1204.0,786.0,94.0,28.0,0.0,0.0,,,,0.517948717948718,,0.6528239202657807,0.2978723404255319,,875.5600000000001,27.102657534246575,7.2
Mandera,2022,3209.0,2160.0,0.0,0.0,869.0,616.0,118.0,86.0,0.0,0.0,,,,0.6731068868806481,,0.7088607594936709,0.7288135593220338,,551.08,26.604684931506846,7.2
Mandera,2023,3209.0,2738.0,19.0,11.0,1345.0,1035.0,94.0,91.0,0.0,0.0,,,,0.8532253038329698,0.5789473684210527,0.7695167286245354,0.9680851063829787,,1092.54,26.5093698630137,7.2
Mandera,2024,2828.0,3113.0,25.0,18.0,1108.0,891.0,155.0,141.0,0.0,0.0,,,,1.1007779349363507,0.72,0.8041516245487365,0.9096774193548387,,505.87,27.77166666666667,7.2
Marsabit,2019,998.0,402.0,450.0,155.0,50.0,16.0,95.0,16.0,0.0,0.0,,,,0.4028056112224449,0.34444444444444444,0.32,0.16842105263157894,,264.28,29.639589041095892,7.5
Marsabit,2020,1023.0,293.0,521.0,173.0,69.0,17.0,77.0,17.0,0.0,0.0,,,,0.28641251221896386,0.33205374280230326,0.2463768115942029,0.22077922077922077,,461.1,29.000519125683063,7.5
Marsabit,2021,658.0,46.0,534.0,200.0,69.0,11.0,91.0,11.0,0.0,0.0,,,,0.06990881458966565,0.37453183520599254,0.15942028985507245,0.12087912087912088,,353.4,28.896465753424653,7.5
Marsabit,2022,591.0,3.0,310.0,3.0,76.0,3.0,91.0,4.0,0.0,0.0,,,,0.005076142131979695,0.00967741935483871,0.039473684210526314,0.04395604395604396,,144.29,28.985506849315065,7.5
Marsabit,2023,2184.0,337.0,476.0,226.0,106.0,140.0,146.0,78.0,0.0,0.0,,,,0.1543040293040293,0.47478991596638653,1.320754716981132,0.5342465753424658,,311.9,29.03767123287671,7.5
Marsabit,2024,1830.0,1089.0,588.0,160.0,112.0,87.0,182.0,39.0,0.0,0.0,,,,0.5950819672131148,0.272108843537415,0.7767857142857143,0.21428571428571427,,442.81,29.615546448087436,7.5
Meru,2019,74577.0,96249.0,98235.0,36025.0,12918.0,9970.0,5907.0,2191.0,17441.0,130185.0,27367857.0,,,1.2905989782372582,0.36672265485824806,0.7717912989626877,0.37091586253597425,7.464308239206468,1318.96,18.155123287671234,6.6
Meru,2020,67416.0,74757.0,80783.0,43593.0,10519.0,11903.0,7570.0,6054.0,21017.0,141926.0,32158861.0,136675160.0,,1.1088910644357421,0.5396308629290816,1.1315714421522958,0.7997357992073976,6.752914307465385,1528.69,17.095437158469945,6.6
Meru,2021,75058.0,53331.0,81119.0,51184.0,9368.0,7752.0,8017.0,4454.0,17392.0,224747.0,29489388.0,125329901.0,,0.7105305230621652,0.6309742477101542,0.8274978650725875,0.5555694149931396,12.922435602575897,1112.43,17.46712328767123,6.6
Meru,2022,66338.0,63157.0,76210.0,46847.0,9603.0,7978.0,5138.0,4233.0,20520.0,185731.0,31756603.0,134965561.0,8708.4,0.9520485995960083,0.6147093557275948,0.8307820472768926,0.8238614246788634,9.051218323586745,1631.46,16.771753424657533,6.6
Meru,2023,142379.0,151039.0,131624.0,54244.0,10897.0,34340.0,13561.0,7323.0,24604.0,236407.0,32776592.0,139300516.0,8787.0,1.060823576510581,0.4121132924086793,3.151326053042122,0.540004424452474,9.608478296211999,1765.62,17.371780821917806,6.6
Meru,2024,136082.0,133150.0,130331.0,63226.0,40991.0,30709.0,13940.0,7600.0,24660.0,263596.0,31048824.4,131957503.7,8995.0,0.9784541673402801,0.48511865941333987,0.7491644507330878,0.5451936872309899,10.689213300892133,1944.99,17.39912568306011,6.6
Migori,2019,80745.0,103965.0,33575.0,24198.0,11355.0,9080.0,1220.0,893.0,0.0,0.0,,,,1.2875719858814787,0.7207148175725987,0.7996477322765302,0.7319672131147541,,1813.16,22.574164383561644,6.4
Migori,2020,78222.0,95966.0,37995.0,27609.0,7034.0,4936.0,294.0,199.0,0.0,0.0,,,,1.2268415535271406,0.7266482431898934,0.7017344327551891,0.6768707482993197,,2271.0,21.29743169398907,6.4
Migori,2021,95034.0,99598.0,39279.0,28679.0,4381.0,3538.0,259.0,130.0,0.0,0.0,,,,1.0480249173979839,0.7301356959189389,0.8075781784980598,0.5019305019305019,,1460.65,21.977780821917808,6.4
Migori,2022,85628.0,92441.0,33548.0,32630.0,4514.0,3374.0,168.0,130.0,0.0,0.0,,,835.0,1.0795650955294998,0.9726362227256469,0.7474523704031901,0.7738095238095238,,1324.02,22.00731506849315,6.4
Migori,2023,78567.0,101474.0,36199.0,23267.0,5034.0,3922.0,221.0,213.0,0.0,0.0,,,835.0,1.2915600697493859,0.6427525622254758,0.7791021056813667,0.9638009049773756,,2036.24,22.353890410958904,6.4
Migori,2024,88449.0,148919.0,36133.0,39157.0,28225.0,60891.0,277.0,236.0,0.0,0.0,,,857.0,1.6836708159504348,1.0836908089558022,2.1573427812223205,0.851985559566787,,1816.38,22.27363387978142,6.4
Mombasa,2019,481.0,259.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,0.0,,,,0.5384615384615384,,,0.5333333333333333,,1480.41,26.176356164383563,6.4
Mombasa,2020,606.0,803.0,0.0,0.0,0.0,0.0,46.0,33.0,0.0,0.0,,,,1.325082508250825,,,0.717391304347826,,1094.21,25.740901639344262,6.4
Mombasa,2021,649.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,0.0,0.0,,,,0.0,,,0.1206896551724138,,753.73,26.25805479452055,6.4
Mombasa,2022,842.0,272.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,,,,0.32304038004750596,,,0.2,,1022.05,25.983999999999998,6.4
Mombasa,2023,876.0,878.0,0.0,0.0,0.0,0.0,57.0,39.0,0.0,0.0,,,,1.0022831050228311,,,0.6842105263157895,,1871.67,25.764849315068492,6.4
Mombasa,2024,867.0,770.0,0.0,0.0,0.0,0.0,53.0,33.0,0.0,0.0,,,,0.8881199538638985,,,0.6226415094339622,,1045.17,26.201120218579238,6.4
Murang'a,2019,68329.0,74087.0,46997.0,16606.0,131.0,117.0,166.0,64.0,6642.0,22753.0,42371117.0,,,1.084268758506637,0.35334170266187204,0.8931297709923665,0.3855421686746988,3.4256248118036736,738.74,19.523671232876712,5.5
Murang'a,2020,66381.0,63653.0,46011.0,17417.0,164.0,107.0,164.0,92.0,6548.0,22484.0,53666315.0,228081839.0,,0.9589039032253205,0.37853991436830325,0.6524390243902439,0.5609756097560976,3.433720219914478,1017.42,18.562131147540985,5.5
Murang'a,2021,62983.0,49256.0,44757.0,21268.0,223.0,189.0,177.0,113.0,6314.0,32708.0,48806191.0,207426312.0,,0.7820522998269375,0.47518823871126303,0.8475336322869955,0.6384180790960452,5.1802343997465945,601.18,19.021095890410958,5.5
Murang'a,2022,67530.0,47434.0,96203.0,19967.0,126.0,79.0,350.0,187.0,14949.0,66314.0,47471194.0,201752575.0,9413.0,0.7024137420405746,0.207550700082118,0.626984126984127,0.5342857142857143,4.436015787009165,477.37,19.06986301369863,5.5
Murang'a,2023,68399.0,56827.0,46051.0,18186.0,203.0,143.0,175.0,97.0,7470.0,26037.0,47260212.0,200855899.0,9471.0,0.8308162400035088,0.39490999109682745,0.7044334975369458,0.5542857142857143,3.485542168674699,809.61,19.244164383561642,5.5
Murang'a,2024,54189.0,55488.0,33643.0,16382.0,210.0,188.0,163.0,86.0,7242.0,35792.0,51062213.4,217014406.9,9321.0,1.023971654763882,0.48693636120441103,0.8952380952380953,0.5276073619631901,4.942281137807235,878.58,19.287322404371583,5.5
Nairobi,2019,725.0,1087.0,508.0,281.0,7.0,6.0,5.0,4.0,23.0,161.0,,,,1.4993103448275862,0.5531496062992126,0.8571428571428571,0.8,7.0,530.91,20.767260273972603,7.0
Nairobi,2020,684.0,972.0,518.0,331.0,5.0,3.0,9.0,11.0,10.0,69.0,,,,1.4210526315789473,0.638996138996139,0.6,1.2222222222222223,6.9,787.36,19.910218579234975,7.0
Nairobi,2021,754.0,571.0,549.0,288.0,7.0,16.0,5.0,4.0,35.0,246.0,,,,0.7572944297082228,0.5245901639344263,2.2857142857142856,0.8,7.0285714285714285,430.85,20.2846301369863,7.0
Nairobi,2022,661.0,246.0,533.0,232.0,4.0,2.0,6.0,3.0,19.0,99.0,,,,0.3721633888048411,0.4352720450281426,0.5,0.5,5.2105263157894735,333.93,20.33539726027397,7.0
Nairobi,2023,758.0,676.0,588.0,227.0,5.0,4.0,4.0,3.0,26.0,135.0,,,,0.8918205804749341,0.38605442176870747,0.8,0.75,5.1923076923076925,482.2,20.584876712328768,7.0
Nairobi,2024,713.0,641.0,605.0,287.0,4.0,3.0,8.0,5.0,31.0,243.0,,,,0.8990182328190743,0.4743801652892562,0.75,0.625,7.838709677419355,675.42,20.625792349726776,7.0
Nakuru,2019,76706.0,214784.0,45977.0,36575.0,806.0,1486.0,0.0,0.0,39195.0,431145.0,4004614.0,,,2.80009386488671,0.7955064488766123,1.8436724565756824,,11.0,1984.53,16.047123287671234,6.2
Nakuru,2020,64963.0,206151.0,39555.0,38884.0,713.0,1054.0,0.0,0.0,29868.0,372103.0,5128681.0,21796894.0,,3.1733602204331697,0.9830362785994186,1.4782608695652173,,12.45824963171287,2471.95,15.371420765027322,6.2
Nakuru,2021,87651.0,242825.0,61027.0,42274.0,560.0,858.0,0.0,0.0,40285.0,422207.0,5294344.0,22500962.0,,2.7703620038562025,0.6927097841938814,1.5321428571428573,,10.480501427330271,1610.9,15.425123287671234,6.2
Nakuru,2022,66315.0,213786.0,76260.0,94741.0,480.0,602.0,0.0,0.0,46731.0,523324.0,7942148.0,33754129.0,1999.2,3.2237955213752545,1.2423419879360085,1.2541666666666667,,11.198647578695084,1595.46,15.519945205479452,6.2
Nakuru,2023,71470.0,215412.0,50835.0,99926.0,559.0,856.0,100.0,104.0,49981.0,657091.0,8499321.0,36122114.0,2052.0,3.0140198684762836,1.965692928100718,1.5313059033989267,1.04,13.1468157900002,2202.71,15.881561643835617,6.2
Nakuru,2024,94421.0,201876.0,61416.0,55497.0,660.0,1138.0,8.0,10.0,48513.0,476876.0,7408918.0,31487901.5,2097.0,2.1380413255525785,0.9036244626807347,1.7242424242424241,1.25,9.829860037515717,2464.54,15.830683060109289,6.2
Nandi,2019,66627.0,184127.0,32088.0,23179.0,214.0,340.0,0.0,0.0,480.0,6010.0,67006156.0,,,2.763549311840545,0.7223572675143356,1.588785046728972,,12.520833333333334,2950.71,20.627972602739725,5.4
Nandi,2020,59746.0,165866.0,25116.0,18295.0,140.0,303.0,0.0,0.0,518.0,6509.0,92700447.0,393976902.0,,2.776185853446256,0.7284201305940436,2.164285714285714,,12.565637065637066,3399.84,19.99292349726776,5.4
Nandi,2021,26825.0,64175.0,19998.0,16327.0,127.0,223.0,0.0,0.0,483.0,6085.0,89577980.0,380706414.0,,2.392357875116496,0.8164316431643164,1.7559055118110236,,12.598343685300208,2044.98,20.310438356164386,5.4
Nandi,2022,45674.0,89447.0,32840.0,27519.0,162.0,269.0,0.0,0.0,629.0,7548.0,87013756.0,369808464.0,1915.0,1.958378946446556,0.8379719853836785,1.6604938271604939,,12.0,2193.93,20.244876712328768,5.4
Nandi,2023,67429.0,159556.0,30277.0,21830.0,463.0,760.0,0.0,0.0,644.0,6611.0,97681320.0,415145611.0,2319.0,2.366281570244257,0.721009347029098,1.6414686825053997,,10.26552795031056,3175.23,20.590520547945207,5.4
Nandi,2024,57812.0,179389.0,23921.0,27541.0,88.0,145.0,0.0,0.0,639.0,5346.0,108843413.4,462584506.8,2486.0,3.1029717013768767,1.151331466075833,1.6477272727272727,,8.366197183098592,3042.9900000000002,20.590081967213116,5.4
Narok,2019,111559.0,210005.0,48121.0,34728.0,898.0,1431.0,0.0,0.0,12077.0,138388.0,,,,1.8824568165723967,0.7216807630764115,1.5935412026726057,,11.458805994866275,1480.41,26.176356164383563,6.6
Narok,2020,116717.0,202855.0,44951.0,28789.0,843.0,1143.0,0.0,0.0,15236.0,150536.0,3237154.0,13757905.0,,1.7380073168433048,0.6404529376432115,1.3558718861209964,,9.88028353898661,1094.21,25.740901639344262,6.6
Narok,2021,121809.0,280273.0,49599.0,44947.0,1525.0,879.0,0.0,0.0,14560.0,135176.0,3157342.0,13418704.0,,2.3009219351607846,0.9062077864473074,0.5763934426229508,,9.284065934065934,753.73,26.25805479452055,6.6
Narok,2022,127460.0,271028.0,52813.0,39352.0,1044.0,1160.0,0.0,0.0,12742.0,87981.0,3109657.0,13216042.0,337.2,2.126376902557665,0.7451195728324466,1.1111111111111112,,6.904803013655627,1022.05,25.983999999999998,6.6
Narok,2023,132396.0,314403.0,48245.0,44773.0,1486.0,2391.0,0.0,0.0,14975.0,140615.0,3748278.0,15930182.0,360.0,2.3747167588144658,0.928033993159913,1.6090174966352624,,9.389983305509181,1871.67,25.764849315068492,6.6
Narok,2024,122245.0,224236.0,41586.0,20699.0,1362.0,2134.0,0.0,0.0,17872.0,157252.0,3383666.0,14380580.5,377.0,1.8343163319563172,0.4977396239118934,1.566813509544787,,8.798791405550581,1045.17,26.201120218579238,6.6
Nyamira,2019,46870.0,80693.0,33090.0,23150.0,81.0,59.0,0.0,0.0,22.0,255.0,33487196.0,,,1.7216343076594838,0.6996071320640677,0.7283950617283951,,11.590909090909092,2668.85,20.31772602739726,5.3
Nyamira,2020,42730.0,67563.0,31830.0,26574.0,44.0,47.0,0.0,0.0,13.0,141.0,41461354.0,176210755.0,,1.5811607769716827,0.8348727615457116,1.0681818181818181,,10.846153846153847,3088.7599999999998,19.567049180327867,5.3
Nyamira,2021,43134.0,61937.0,31435.0,19219.0,39.0,45.0,0.0,0.0,18.0,190.0,38882810.0,165251944.0,,1.4359206194649232,0.6113885796087164,1.1538461538461537,,10.555555555555555,2000.8,19.95194520547945,5.3
Nyamira,2022,48280.0,76884.0,31182.0,30168.0,45.0,38.0,0.0,0.0,22.0,220.0,37842685.0,160831410.0,2710.5,1.592460646230323,0.9674812391764479,0.8444444444444444,,10.0,1880.69,19.823616438356165,5.3
Nyamira,2023,48175.0,63424.0,30021.0,10684.0,65.0,45.0,0.0,0.0,20.0,122.0,39302809.0,167036937.0,2711.0,1.316533471717696,0.35588421438326506,0.6923076923076923,,6.1,3064.59,20.238246575342465,5.3
Nyamira,2024,48580.0,89599.0,27157.0,16391.0,54.0,47.0,0.0,0.0,20.0,148.0,37030717.0,157380547.1,2781.0,1.8443598188554962,0.6035644585189822,0.8703703703703703,,7.4,2975.64,20.182377049180328,5.3
Nyandarua,2019,13800.0,27795.0,6505.0,4174.0,0.0,0.0,0.0,0.0,38130.0,423490.0,,,,2.014130434782609,0.6416602613374327,,,11.106477838971939,1639.18,18.47649315068493,6.0
Nyandarua,2020,17660.0,39170.0,8822.0,7188.0,0.0,0.0,0.0,0.0,38805.0,428269.0,,,,2.2180067950169877,0.814781228746316,,,11.036438603272774,2087.33,17.316748633879783,6.0
Nyandarua,2021,14070.0,27958.0,7000.0,6035.0,0.0,0.0,0.0,0.0,37590.0,384323.0,,,,1.9870646766169153,0.8621428571428571,,,10.224075552008513,1298.53,17.791287671232876,6.0
Nyandarua,2022,20060.0,26836.0,1655.0,1337.0,0.0,0.0,0.0,0.0,19590.0,101099.0,,,,1.3377866400797607,0.8078549848942598,,,5.160745278203165,1289.7,18.10345205479452,6.0
Nyandarua,2023,20716.0,46617.0,5542.0,3183.0,0.0,0.0,0.0,0.0,43587.0,437748.0,,,,2.250289631202935,0.5743413929989174,,,10.043086241310483,1690.31,18.36328767123288,6.0
Nyandarua,2024,14987.0,28698.0,6951.0,6138.0,0.0,0.0,0.0,0.0,34980.0,394325.0,,,,1.9148595449389472,0.8830384117393181,,,11.272870211549456,2162.33,17.860710382513663,6.0
Nyeri,2019,28874.0,29738.0,21675.0,8950.0,0.0,0.0,0.0,0.0,16118.0,123280.0,19235307.0,,,1.029923114220406,0.4129181084198385,,,7.648591636679488,1318.96,18.155123287671234,6.0
Nyeri,2020,26521.0,26251.0,20525.0,11214.0,0.0,0.0,0.0,0.0,16358.0,95994.0,24860707.0,105658005.0,,0.9898193884091852,0.5463580998781973,,,5.868321310673677,1528.69,17.095437158469945,6.0
Nyeri,2021,27067.0,19382.0,18773.0,7889.0,0.0,0.0,0.0,0.0,16469.0,94420.0,22522871.0,95722202.0,,0.7160749251856504,0.42023118308208596,,,5.733195701014027,1112.43,17.46712328767123,6.0
Nyeri,2022,26984.0,14323.0,16994.0,5378.0,0.0,0.0,0.0,0.0,14711.0,97669.0,19313744.0,82083412.0,9841.0,0.5307960272754225,0.3164646345769095,,,6.639181564815444,1631.46,16.771753424657533,6.0
Nyeri,2023,31317.0,35280.0,18340.0,6464.0,0.0,0.0,0.0,0.0,16447.0,97975.0,21669900.0,92097075.0,9987.0,1.1265446881885237,0.352453653217012,,,5.957013437100991,1765.62,17.371780821917806,6.0
Nyeri,2024,29248.0,24832.0,19883.0,10148.0,0.0,0.0,0.0,0.0,12749.0,89556.0,24347629.0,103477423.3,10016.0,0.849015317286652,0.5103857566765578,,,7.02455094517217,1944.99,17.39912568306011,6.0
Samburu,2019,8580.0,1839.0,4817.0,724.0,8.0,9.0,15.0,3.0,80.0,480.0,,,,0.21433566433566434,0.1503010172306415,1.125,0.2,6.0,485.9,21.468931506849316,6.9
Samburu,2020,10320.0,9756.0,4854.0,842.0,8.0,5.0,10.0,2.0,40.0,325.0,,,,0.9453488372093023,0.1734651833539349,0.625,0.2,8.125,809.23,20.712185792349725,6.9
Samburu,2021,12425.0,12090.0,3244.0,3636.0,8.0,5.0,8.0,2.0,20.0,160.0,,,,0.9730382293762575,1.1208384710234278,0.625,0.25,8.0,360.9,21.008027397260275,6.9
Samburu,2022,15870.0,11178.0,5380.0,1735.0,5.0,2.0,9.0,3.0,50.0,450.0,,,,0.7043478260869566,0.3224907063197026,0.4,0.3333333333333333,9.0,500.33,20.74504109589041,6.9
Samburu,2023,6448.0,15298.0,4897.0,4615.0,5.0,2.0,10.0,4.0,322.0,2355.0,,,,2.372518610421836,0.9424137226873596,0.4,0.4,7.313664596273292,475.1,21.164849315068494,6.9
Samburu,2024,11572.0,9135.0,5287.0,2619.0,2.0,1.0,8.0,3.0,110.0,859.0,,,,0.7894054614586934,0.49536599205598636,0.5,0.375,7.8090909090909095,709.75,21.129371584699456,6.9
Siaya,2019,64387.0,75733.0,33194.0,17197.0,15634.0,16288.0,673.0,429.0,0.0,0.0,,,,1.1762156957149734,0.5180755558233415,1.041831904822822,0.637444279346211,,2530.73,23.00282191780822,6.5
Siaya,2020,63493.0,72351.0,31942.0,17286.0,16019.0,14925.0,669.0,360.0,0.0,0.0,,,,1.1395114422062274,0.5411683676663953,0.9317060990074286,0.5381165919282511,,2763.37,22.52622950819672,6.5
Siaya,2021,83933.0,53512.0,39931.0,18900.0,15999.0,15555.0,773.0,255.0,0.0,0.0,,,,0.6375561459735741,0.47331647091232376,0.9722482655165948,0.3298835705045278,,1754.51,22.961835616438357,6.5
Siaya,2022,73521.0,76580.0,35005.0,16747.0,14643.0,15183.0,665.0,194.0,0.0,0.0,,,,1.041607159859088,0.47841736894729325,1.0368776889981561,0.29172932330827067,,1875.08,22.872301369863013,6.5
Siaya,2023,77550.0,115191.0,36840.0,14100.0,15046.0,14876.0,695.0,334.0,0.0,0.0,,,,1.485377176015474,0.38273615635179153,0.9887013159643759,0.4805755395683453,,2826.91,23.3373698630137,6.5
Siaya,2024,77660.0,143979.0,37498.0,23852.0,10438.0,15007.0,615.0,315.0,0.0,0.0,,,,1.8539660056657223,0.6360872579870926,1.4377275340103468,0.5121951219512195,,2308.67,23.281256830601095,6.5
Taita Taveta,2019,17069.0,16698.0,2600.0,1383.0,2435.0,3972.0,3037.0,2803.0,33.0,561.0,,,,0.9782646903743629,0.5319230769230769,1.631211498973306,0.9229502798814619,17.0,738.74,19.523671232876712,6.4
